category,reviews,size,installs,price,suitable_for,last_update,latest_ver,app_id,popularity
TRAVEL_AND_LOCAL,17878,28M,"1,000,000+",0,Everyone,"July 16, 2018",6.7.1,5240,High
GAME,20,65M,"1,000+",$0.99,Everyone 10+,"March 27, 2018",1.0.0,6607,High
LIFESTYLE,234971,81M,"1,000,000+",0,Everyone,"July 25, 2018",2.8.7.78579,8389,High
WEATHER,19666,Varies with device,"1,000,000+",0,Everyone,"April 11, 2018",Varies with device,1846,High
DATING,222888,21M,"1,000,000+",0,Mature 17+,"July 17, 2018",2.45,6738,High
MAPS_AND_NAVIGATION,616742,Varies with device,"10,000,000+",0,Everyone,"August 5, 2018",Varies with device,6308,High
FOOD_AND_DRINK,455377,35M,"10,000,000+",0,Everyone,"August 1, 2018",4.11.1,8019,High
LIFESTYLE,53,16M,"5,000+",0,Everyone,"June 25, 2018",2.0.1,5462,High
SOCIAL,903,4.6M,"1,000,000+",0,Teen,"August 3, 2018",1.76,8785,High
FAMILY,992,49M,"100,000+",0,Teen,"August 2, 2018",1.2.0.200,822,High
FAMILY,1330,96M,"10,000+",$0.99,Teen,"July 18, 2018",1.1.0,4022,High
PRODUCTIVITY,1508137,37M,"100,000,000+",0,Everyone,"July 30, 2018",11.1.3,8919,High
BUSINESS,54520,Varies with device,"10,000,000+",0,Everyone,"July 30, 2018",3.12.4,6822,High
SPORTS,1605267,Varies with device,"10,000,000+",0,Everyone,"December 5, 2016",Varies with device,7368,High
FAMILY,576210,48M,"50,000,000+",0,Everyone,"August 22, 2013",3.25.3,7982,High
PERSONALIZATION,495905,Varies with device,"50,000,000+",0,Everyone,"July 29, 2018",Varies with device,7480,High
TOOLS,4228,656k,"500,000+",0,Everyone,"July 2, 2018",2.95,9034,High
GAME,46801,60M,"1,000,000+",0,Everyone,"August 3, 2018",3.4.6,7836,Low
FAMILY,187,2.9M,"10,000+",0,Everyone,"September 13, 2016",3.21,2132,High
SHOPPING,33599,12M,"1,000,000+",0,Everyone,"July 30, 2018",3.9,7862,High
SHOPPING,1659,33M,"50,000+",0,Everyone,"June 29, 2018",2.4.0,1655,High
PHOTOGRAPHY,21578,1.6M,"1,000,000+",0,Everyone,"September 8, 2017",1.1.3,503,High
TOOLS,57,13M,"5,000+",0,Everyone,"July 4, 2018",1.0.988,4104,High
SPORTS,2943,8.1M,"100,000+",0,Everyone,"May 15, 2018",6.1.3,4371,High
FAMILY,37,9.5M,"5,000+",0,Everyone,"July 19, 2015",2.16,328,Low
TOOLS,7,5.2M,500+,0,Everyone,"June 19, 2017",1.0.2,2820,Low
NEWS_AND_MAGAZINES,175110,25M,"10,000,000+",0,Mature 17+,"August 6, 2018",6.7.3,8527,High
PHOTOGRAPHY,1260143,Varies with device,"50,000,000+",0,Everyone,"July 12, 2018",Varies with device,6280,High
PERSONALIZATION,323,38M,"10,000+",0,Everyone,"December 4, 2014",1.03,2169,High
SHOPPING,9189,98M,"1,000,000+",0,Teen,"August 1, 2018",7.0.14,5483,Low
SHOPPING,46153,17M,"10,000,000+",0,Everyone,"August 4, 2018",2.124.01,7110,High
TOOLS,335115,1.8M,"10,000,000+",0,Everyone,"April 7, 2018",3.11.2,9090,High
TOOLS,498,597k,"100,000+",0,Everyone,"October 22, 2013",1.0,5145,High
BOOKS_AND_REFERENCE,1340,11M,"10,000+",$4.49,Everyone,"May 16, 2018",4.0.5,611,High
FINANCE,45962,Varies with device,"1,000,000+",0,Everyone,"July 31, 2018",Varies with device,484,High
PERSONALIZATION,13,19M,100+,$0.99,Everyone,"July 20, 2018",H7SubTV0.1_TV0.4,9312,High
TOOLS,3446,19M,"500,000+",0,Everyone,"February 4, 2017",1.3.0,2700,High
FAMILY,30,Varies with device,"1,000+",$7.49,Everyone,"May 16, 2018",Varies with device,2512,High
FINANCE,25744,Varies with device,"500,000+",0,Everyone,"July 30, 2018",Varies with device,1623,High
SOCIAL,412725,35M,"10,000,000+",0,Everyone,"July 31, 2018",3.8.1,4657,High
SHOPPING,9,169k,10+,0,Everyone,"June 1, 2018",18060104,266,High
FAMILY,2178,99M,"500,000+",0,Everyone,"August 23, 2017",1.0.8,9186,High
GAME,460,31M,"50,000+",0,Everyone,"June 23, 2018",4.2,7251,High
GAME,1218,15M,"500,000+",0,Everyone 10+,"March 6, 2018",1.0.9,1501,High
BOOKS_AND_REFERENCE,48,1.5M,"10,000+",0,Everyone,"March 27, 2018",1.0,8219,Low
BUSINESS,296,14M,"50,000+",0,Everyone,"June 15, 2018",3.2.1,9277,High
FINANCE,659741,47M,"50,000,000+",0,Everyone,"July 18, 2018",6.28.0,6904,High
GAME,7614407,70M,"100,000,000+",0,Everyone,"July 26, 2018",5.1.8,4376,High
GAME,252,11M,"10,000+",$16.99,Teen,"February 27, 2015",2.22,8594,Low
SPORTS,20879,22M,"1,000,000+",0,Everyone,"June 9, 2018",5.1.13,370,Low
HOUSE_AND_HOME,114,8.3M,"10,000+",0,Teen,"February 18, 2018",2.1,2913,High
MEDICAL,3,23M,100+,$2.99,Everyone,"April 20, 2018",1.0,8110,High
EDUCATION,8599,17M,"1,000,000+",0,Everyone,"July 11, 2018",4.9.10,5923,High
FOOD_AND_DRINK,68103,66M,"1,000,000+",0,Everyone,"June 20, 2018",5.0.0,3503,High
VIDEO_PLAYERS,1013867,32M,"50,000,000+",0,Everyone,"August 3, 2018",4.5.0.10701.GP,5598,High
COMMUNICATION,44233,31M,"10,000,000+",0,Everyone,"July 2, 2018",Fennec-52.9.0esr/TorBrowser-7.5-1/Orfox-1.5.4-RC-1,6782,High
GAME,8219586,99M,"100,000,000+",0,Teen,"July 24, 2018",1.2.97.3042,6249,High
GAME,212524,93M,"5,000,000+",0,Everyone,"July 24, 2018",3.0.0,5903,High
PERSONALIZATION,7519,4.0M,"500,000+",0,Everyone,"January 26, 2016",1.0.1,7970,High
SHOPPING,142512,15M,"10,000,000+",0,Everyone,"July 25, 2018",6.2.0,9251,High
WEATHER,4184,10M,"1,000,000+",0,Everyone,"March 26, 2018",7.1.12.12,7383,High
MAPS_AND_NAVIGATION,112,1.4M,"10,000+",0,Everyone,"December 26, 2013",1.3,2795,Low
FINANCE,283,5.0M,"100,000+",0,Everyone,"April 26, 2018",2.5.0.26,9025,High
FAMILY,157,7.0M,"50,000+",0,Everyone,"September 20, 2016",1.2,1213,High
MEDICAL,15,39M,"1,000+",0,Everyone,"July 19, 2018",1.16.0,7937,High
BUSINESS,831,11M,"50,000+",0,Everyone,"June 13, 2018",1.3.2.9,4639,High
SHOPPING,441473,Varies with device,"10,000,000+",0,Everyone,"July 30, 2018",Varies with device,8956,High
COMICS,125,4.7M,"5,000+",0,Teen,"July 24, 2018",1.0.4,6028,Low
SHOPPING,2375,1.1M,"100,000+",0,Everyone,"November 2, 2016",3.1,7684,High
MEDICAL,54,17M,"5,000+",0,Mature 17+,"July 3, 2018",2.6.5,9523,Low
PERSONALIZATION,505,288k,"10,000+",$1.99,Everyone,"February 10, 2013",0.6.11,6354,High
SHOPPING,171584,12M,"10,000,000+",0,Everyone,"July 26, 2018",4.9.5,1654,High
TRAVEL_AND_LOCAL,201,45M,"10,000+",0,Everyone,"July 16, 2018",7.9.2.6,2426,High
FAMILY,302,8.1M,"10,000+",0,Everyone,"September 13, 2017",1.4,8023,Low
FAMILY,129603,23M,"1,000,000+",$2.99,Everyone 10+,"February 11, 2016",1.11.0,2393,High
TOOLS,59,2.3M,"50,000+",0,Everyone,"April 22, 2014",9.7.753080,5090,Low
FAMILY,29155,83M,"1,000,000+",0,Everyone,"July 26, 2018",1.0.4,6078,High
FINANCE,129305,Varies with device,"5,000,000+",0,Everyone,"August 2, 2018",Varies with device,6224,High
VIDEO_PLAYERS,54815,Varies with device,"100,000,000+",0,Everyone,"May 2, 2018",Varies with device,6336,Low
TOOLS,5,1.4M,100+,$0.99,Everyone,"December 24, 2015",1.0,1906,High
TOOLS,1250,241k,"50,000+",0,Everyone,"March 6, 2018",1.0.1,4099,High
HOUSE_AND_HOME,2427,5.3M,"500,000+",0,Everyone,"March 12, 2015",1.4,1461,High
MAPS_AND_NAVIGATION,204,11M,"10,000+",0,Everyone,"May 29, 2017",2.28,8576,High
SHOPPING,38961,27M,"5,000,000+",0,Everyone,"August 2, 2018",14.2.1,5632,High
SOCIAL,1236,3.3M,"100,000+",0,Teen,"August 2, 2018",1.8,4396,High
SOCIAL,787,6.9M,"100,000+",0,Everyone,"February 17, 2018",2.4.2,2998,High
NEWS_AND_MAGAZINES,2,12M,50+,0,Everyone,"May 8, 2017",1.1,3751,High
COMMUNICATION,298,Varies with device,"10,000+",0,Teen,"November 28, 2017",Varies with device,3201,High
FAMILY,4,1.7M,100+,0,Teen,"June 28, 2015",1,7338,High
SOCIAL,2093,7.0M,"100,000+",0,Teen,"March 8, 2018",3.36,4716,High
COMMUNICATION,255,1.6M,"10,000+",0,Everyone,"April 11, 2017",2.3,6010,High
SHOPPING,69,6.4M,"5,000+",0,Everyone,"June 15, 2018",5.29.0,9376,High
HEALTH_AND_FITNESS,26652,41M,"1,000,000+",0,Everyone,"May 4, 2018",2.3.3,6394,High
FINANCE,8185,45M,"500,000+",0,Everyone,"July 6, 2018",5.1,1182,Low
GAME,697805,7.4M,"50,000,000+",0,Everyone,"July 3, 2018",1.2.13,7320,High
FAMILY,10483141,24M,"500,000,000+",0,Everyone,"May 25, 2018",1.4.77,7116,High
COMMUNICATION,46702,Varies with device,"1,000,000+",0,Everyone,"July 4, 2018",Varies with device,7750,High
PHOTOGRAPHY,333,1.8M,"50,000+",0,Everyone,"November 22, 2017",1.8.0,1657,Low
FAMILY,211,37M,"10,000+",0,Everyone,"July 23, 2018",0.8.6,7919,High
LIFESTYLE,6667,2.7M,"1,000,000+",0,Everyone,"April 2, 2018",2.4.2,8885,Low
COMICS,291,13M,"10,000+",0,Everyone,"May 15, 2017",2.0.1,6035,Low
FAMILY,2838064,Varies with device,"100,000,000+",0,Everyone,"August 6, 2018",Varies with device,1806,High
GAME,415,52M,"10,000+",0,Mature 17+,"July 6, 2018",1.0.1,1676,High
FAMILY,19,5.4M,"5,000+",0,Everyone,"July 3, 2018",1.6.7.1,322,High
SOCIAL,2955325,Varies with device,"100,000,000+",0,Mature 17+,"August 1, 2018",Varies with device,8626,High
ART_AND_DESIGN,7699,4.2M,"500,000+",0,Everyone 10+,"July 12, 2018",2.2.6.2,8132,High
FAMILY,4522,57M,"500,000+",0,Everyone,"June 21, 2018",2.19.01,9382,High
GAME,5234825,Varies with device,"100,000,000+",0,Everyone,"November 14, 2017",Varies with device,9584,High
EDUCATION,11904,1.8M,"1,000,000+",0,Everyone,"August 22, 2015",2.0,1866,High
FINANCE,24666,Varies with device,"1,000,000+",0,Everyone,"July 13, 2018",Varies with device,2121,High
PHOTOGRAPHY,111066,74M,"5,000,000+",0,Everyone,"August 3, 2018",4.8.7,5959,High
HEALTH_AND_FITNESS,233243,Varies with device,"5,000,000+",0,Everyone,"July 23, 2018",Varies with device,7414,High
GAME,337752,48M,"5,000,000+",0,Teen,"August 3, 2018",1.11.0,3008,High
SOCIAL,309872,85M,"10,000,000+",0,Teen,"August 3, 2018",14.0.13,9225,High
GAME,1703479,Varies with device,"100,000,000+",0,Everyone,"July 22, 2018",1.3.8,4867,High
MEDICAL,3,7.7M,"5,000+",0,Everyone,"July 16, 2018",2.7.6,7681,Low
COMMUNICATION,350154,Varies with device,"10,000,000+",0,Everyone,"July 29, 2018",Varies with device,4863,High
FAMILY,87,5.4M,"10,000+",0,Everyone,"July 3, 2018",1.6.7.1,316,High
GAME,596,44M,"100,000+",0,Everyone,"February 12, 2017","1,01",5934,High
FAMILY,367,5.1M,"100,000+",0,Everyone,"May 17, 2018",1.0.19,122,High
GAME,421000,36M,"10,000,000+",0,Everyone,"June 13, 2018",3.1.1,6617,High
LIFESTYLE,39364,28M,"5,000,000+",0,Everyone,"July 17, 2018",10.19,2460,High
MAPS_AND_NAVIGATION,126282,Varies with device,"10,000,000+",0,Everyone,"July 30, 2018",5.7,9203,High
BUSINESS,1002859,35M,"100,000,000+",0,Everyone,"August 2, 2018",9.7.14188,6701,High
NEWS_AND_MAGAZINES,45,15M,"5,000+",0,Everyone,"February 20, 2018",6.0.0.12,2021,Low
ART_AND_DESIGN,801,3.5M,"5,000+",$1.99,Everyone,"July 30, 2018",2.1.2,9161,High
PERSONALIZATION,189,2.1M,"10,000+",0,Everyone,"March 27, 2018",1.1,6988,High
GAME,3,39M,10+,0,Mature 17+,"September 22, 2017",1.0,37,High
LIFESTYLE,23453,10M,"1,000,000+",0,Everyone,"October 26, 2017",2.0,9036,High
VIDEO_PLAYERS,3484,3.0M,"10,000,000+",0,Everyone,"December 3, 2015",7.10.621414,5091,Low
FAMILY,5623,28M,"100,000+",0,Everyone 10+,"December 21, 2015",1.0.5,5603,High
SHOPPING,46153,17M,"10,000,000+",0,Everyone,"August 4, 2018",2.124.01,7110,High
HEALTH_AND_FITNESS,5038,10M,"500,000+",0,Everyone,"July 15, 2018",5.2,1753,High
FINANCE,32,2.3M,"1,000+",0,Everyone,"January 13, 2018",2.3,3818,High
GAME,785622,Varies with device,"50,000,000+",0,Everyone,"June 29, 2018",1.35.2,6989,High
DATING,84,4.5M,"1,000+",0,Mature 17+,"July 6, 2018",8.2,4314,High
FAMILY,6367,96M,"1,000,000+",0,Everyone,"July 14, 2017",1.4,6723,High
FAMILY,513,9.8M,"50,000+",0,Everyone,"December 14, 2017",1.4.1,7241,High
BOOKS_AND_REFERENCE,87919,Varies with device,"10,000,000+",0,Teen,"May 28, 2018",Varies with device,7958,High
BEAUTY,45452,9.2M,"5,000,000+",0,Everyone,"July 19, 2018",1.25,1554,High
COMMUNICATION,107,44M,"10,000+",0,Everyone,"January 29, 2018",1.0.5,490,Low
DATING,1157,21M,"100,000+",0,Mature 17+,"January 27, 2017",5.0.1,4627,Low
SOCIAL,112223,34M,"1,000,000+",0,Mature 17+,"July 5, 2018",5.68.1,4425,High
FAMILY,21735,37M,"1,000,000+",0,Everyone,"July 11, 2018",1.0.03,7367,Low
GAME,514,5.9M,"5,000+",$6.99,Teen,"June 4, 2018",1.0.36,6571,High
COMMUNICATION,10,3.8M,100+,$1.49,Everyone,"May 12, 2018",2.1.4,9,Low
PARENTING,3346,37M,"1,000,000+",0,Everyone,"June 15, 2018",8.25.10.00,1385,High
PRODUCTIVITY,176,2.3M,"100,000+",0,Everyone,"September 27, 2016",1.1,9380,High
TRAVEL_AND_LOCAL,136633,14M,"10,000,000+",0,Everyone,"August 6, 2018",18.30.0,4055,High
BUSINESS,37,10M,"5,000+",0,Everyone,"June 29, 2018",1.5,3801,High
TOOLS,7,2.7M,"1,000+",0,Everyone,"April 3, 2018",3.0,231,Low
SHOPPING,162655,8.1M,"10,000,000+",0,Teen,"July 10, 2018",4.7.1,5502,High
COMMUNICATION,1133539,4.7M,"10,000,000+",0,Everyone,"April 1, 2016",6.4.0.4,3072,High
HOUSE_AND_HOME,14657,Varies with device,"1,000,000+",0,Everyone,"July 16, 2018",Varies with device,9576,Low
GAME,42182,3.4M,"1,000,000+",0,Everyone,"January 6, 2018",1.11,3420,High
BOOKS_AND_REFERENCE,44,619k,"1,000+",0,Everyone,"March 23, 2014",0.8,2493,High
GAME,5231553,Varies with device,"100,000,000+",0,Everyone,"November 14, 2017",Varies with device,9584,High
GAME,4830407,32M,"50,000,000+",0,Mature 17+,"May 25, 2018",3.7.1a,4799,High
MEDICAL,1135,12M,"100,000+",$9.00,Everyone,"July 16, 2018",2.0.7,6282,High
EDUCATION,1107903,Varies with device,"10,000,000+",0,Everyone,"August 2, 2018",Varies with device,5771,High
TOOLS,1264,8.2M,"100,000+",0,Everyone,"August 6, 2018",4.0.4,2099,High
PERSONALIZATION,43960,9.8M,"10,000,000+",0,Everyone,"December 1, 2017",2.0.0.39_171124,377,High
PRODUCTIVITY,14432,16M,"1,000,000+",0,Everyone,"July 31, 2018",1.36.82,6195,High
BUSINESS,2147,2.2M,"500,000+",0,Everyone,"December 14, 2017",1.8,7463,High
FAMILY,392819,53M,"10,000,000+",0,Everyone,"July 22, 2016",37893,3998,High
GAME,989158,75M,"10,000,000+",0,Everyone,"May 24, 2018",1.0.27,9290,High
SPORTS,91031,Varies with device,"5,000,000+",0,Everyone,"August 4, 2018",Varies with device,1934,High
MAPS_AND_NAVIGATION,63920,29M,"5,000,000+",0,Everyone,"July 28, 2018",7.16.8,4773,High
COMMUNICATION,62,34M,"10,000+",0,Everyone,"April 9, 2018",2.0.3,4410,Low
SOCIAL,3,7.9M,100+,0,Everyone,"July 4, 2018",1.3.1-lite,6156,Low
SHOPPING,21,2.5M,100+,0,Everyone,"October 31, 2017",1.6,1143,High
TOOLS,60,6.9M,"1,000+",$3.99,Everyone,"July 11, 2018",4.4.1,3206,High
SHOPPING,8175,3.2M,"100,000+",0,Everyone,"April 5, 2018",3.2.3,4954,High
FAMILY,38,42M,"5,000+",0,Everyone,"April 6, 2018",5055.524.5,3947,Low
MEDICAL,53743,13M,"1,000,000+",0,Everyone,"July 27, 2018",Varies with device,6796,High
COMMUNICATION,1035,20M,"50,000+",0,Everyone,"August 7, 2018",3.20.001,5193,High
MEDICAL,82,42M,"5,000+",0,Everyone,"December 23, 2017",1.6.17,8483,Low
FINANCE,19,24M,"5,000+",0,Everyone,"August 12, 2017",9.0.00,3811,Low
DATING,241,2.8M,"50,000+",0,Mature 17+,"June 1, 2018",2.2.0.1748,972,Low
DATING,63986,20M,"5,000,000+",0,Mature 17+,"May 31, 2018",3.0.15,2471,High
FAMILY,97,3.9M,"10,000+",0,Everyone,"July 1, 2016",1.1,402,High
PRODUCTIVITY,74146,32M,"10,000,000+",0,Everyone,"July 16, 2018",12.1.0,5558,High
HEALTH_AND_FITNESS,70416,23M,"5,000,000+",0,Everyone,"July 27, 2018",3.19.4,8288,High
GAME,759838,63M,"10,000,000+",0,Everyone,"December 22, 2017",1.03,4831,High
TOOLS,3,29M,100+,0,Everyone,"May 28, 2018",2.2.0,1967,High
SPORTS,195,29M,"5,000+",0,Everyone,"August 1, 2018",2018.8.1,1825,High
MEDICAL,238,Varies with device,"50,000+",0,Everyone 10+,"January 7, 2018",Varies with device,3264,High
EDUCATION,1107948,Varies with device,"10,000,000+",0,Everyone,"August 2, 2018",Varies with device,5771,High
TOOLS,43,2.3M,"5,000+",0,Everyone,"October 10, 2017",3.1.8,3617,Low
GAME,8193,41M,"500,000+",0,Everyone,"September 16, 2016",1.0.7,3965,High
MEDICAL,17,37M,"5,000+",0,Everyone,"July 19, 2018",1.5.0,994,High
AUTO_AND_VEHICLES,2,34M,100+,0,Everyone,"June 8, 2018",1.10.1,1163,Low
EDUCATION,85375,21M,"5,000,000+",0,Everyone,"July 27, 2018",5.0.0,5571,High
VIDEO_PLAYERS,321,1.3M,"50,000+",0,Everyone,"March 14, 2017",1.2.9,9412,Low
MEDICAL,25,1.2M,"1,000+",$4.99,Everyone,"June 11, 2016",3.1.6,6735,High
FAMILY,708,33M,"50,000+",0,Everyone,"February 12, 2018",1.0.0,476,High
COMMUNICATION,69119316,Varies with device,"1,000,000,000+",0,Everyone,"August 3, 2018",Varies with device,9042,High
FAMILY,10,5.2M,"1,000+",0,Everyone,"February 8, 2017",1.0.0,2171,Low
PERSONALIZATION,32597,8.4M,"1,000,000+",0,Everyone,"May 24, 2018",1.5.2,6476,High
COMMUNICATION,594728,Varies with device,"50,000,000+",0,Everyone,"July 19, 2018",7.3(800241),9461,High
FAMILY,10440,27M,"500,000+",0,Teen,"August 6, 2018",18.30.22,3233,High
MEDICAL,66,2.6M,"5,000+",$0.99,Everyone,"December 2, 2013",4.1,9565,High
SPORTS,2371338,37M,"50,000,000+",0,Teen,"July 24, 2017",1.9.3097721,3528,High
GAME,7614130,70M,"100,000,000+",0,Everyone,"July 26, 2018",5.1.8,4376,High
GAME,8923818,63M,"100,000,000+",0,Everyone,"July 2, 2018",1.37.2,5186,High
NEWS_AND_MAGAZINES,61692,27M,"10,000,000+",0,Everyone,"July 25, 2018",5.9.1.1347176.a3ca6ab274,1694,High
EVENTS,3089,Varies with device,"100,000+",0,Everyone,"July 12, 2018",Varies with device,6525,High
TRAVEL_AND_LOCAL,16815,28M,"1,000,000+",0,Everyone,"July 15, 2018",3.1.3,700,Low
FAMILY,1691,5.8M,"500,000+",0,Everyone,"June 8, 2016",1.0.3,9374,Low
FAMILY,221691,94M,"5,000,000+",0,Teen,"August 6, 2018",1.20.22,4354,High
FAMILY,636995,49M,"10,000,000+",0,Teen,"July 31, 2018",4.34.0,8397,High
BUSINESS,21,21M,"1,000+",0,Everyone,"July 25, 2018",v6.7.14,879,High
COMMUNICATION,2083237,Varies with device,"500,000,000+",0,Everyone,"July 31, 2018",37.1.206017801.DR37_RC14,4925,High
FAMILY,2890,Varies with device,"50,000+",$2.99,Everyone,"August 26, 2017",Varies with device,1874,High
BUSINESS,489,20M,"100,000+",0,Everyone,"June 27, 2018",14.0,5069,High
HEALTH_AND_FITNESS,130104,25M,"10,000,000+",0,Everyone,"August 3, 2018",5.3,4668,High
TOOLS,3408,15M,"50,000+",0,Everyone,"May 30, 2018",2.1.1,3275,High
TOOLS,885187,22M,"50,000,000+",0,Everyone,"July 19, 2018",4.7.0,1938,High
SOCIAL,315390,Varies with device,"10,000,000+",0,Everyone,"July 26, 2018",Varies with device,8332,High
MAPS_AND_NAVIGATION,2909,5.2M,"100,000+",0,Everyone,"June 26, 2018",1.39,7738,High
GAME,22426677,74M,"500,000,000+",0,Everyone,"July 5, 2018",1.129.0.2,2364,High
GAME,705,1.8M,"10,000+",0,Everyone,"July 28, 2015",1.2.1,1341,High
GAME,85317,4.5M,"5,000,000+",0,Everyone,"January 15, 2018",1.54,3400,Low
SHOPPING,52896,Varies with device,"10,000,000+",0,Everyone,"June 18, 2018",Varies with device,2488,High
PRODUCTIVITY,26919,Varies with device,"100,000+",$5.99,Everyone,"June 25, 2018",Varies with device,9320,High
FAMILY,148295,26M,"10,000,000+",0,Everyone,"March 5, 2018",1.6,6416,High
BOOKS_AND_REFERENCE,33,37M,"1,000+",0,Everyone,"January 16, 2017",1.0.3,3738,High
EDUCATION,69498,Varies with device,"10,000,000+",0,Everyone,"July 19, 2018",Varies with device,4922,High
TOOLS,1170641,26M,"10,000,000+",0,Everyone,"July 26, 2018",4.2.1.4174,6634,High
COMMUNICATION,26,4.6M,"1,000+",0,Everyone,"November 24, 2017",1.0,4127,High
VIDEO_PLAYERS,38630,89M,"1,000,000+",0,Everyone,"August 5, 2018",2.1.6,8794,High
DATING,23170,9.0M,"500,000+",0,Mature 17+,"July 25, 2018",1.5.4.0,4859,High
GAME,219821,10M,"1,000,000+",0,Mature 17+,"October 28, 2013",2.0.1,2078,High
SHOPPING,125783,Varies with device,"10,000,000+",0,Teen,"August 6, 2018",Varies with device,2410,High
FAMILY,24,13M,"10,000+",0,Everyone,"June 5, 2018",1.0.15,916,Low
GAME,16521,23M,"1,000,000+",0,Everyone,"May 9, 2018",1.8.0502,398,Low
FAMILY,276,Varies with device,"50,000+",0,Everyone,"March 22, 2016",Varies with device,5100,High
VIDEO_PLAYERS,24,16M,"5,000+",0,Everyone,"January 4, 2017",4.0.3,8902,Low
GAME,7672495,Varies with device,"100,000,000+",0,Mature 17+,"August 2, 2018",Varies with device,7896,High
COMMUNICATION,40751,35M,"10,000,000+",0,Teen,"November 4, 2016",2.2.7600,6734,Low
TOOLS,434,18M,"50,000+",0,Everyone,"March 16, 2018",1.0.209,5460,Low
FINANCE,137,400k,"10,000+",0,Everyone,"June 26, 2013",2.4.3,4968,High
FAMILY,156,43M,"10,000+",0,Everyone,"June 30, 2018",2.0.13,7215,Low
FAMILY,785,31M,"50,000+",0,Teen,"June 3, 2015",1.3.1,4309,High
BOOKS_AND_REFERENCE,860,13M,"100,000+",0,Everyone,"July 17, 2018",1.0,6710,High
GAME,27724094,76M,"1,000,000,000+",0,Everyone 10+,"July 12, 2018",1.90.0,8080,High
TRAVEL_AND_LOCAL,40225,4.1M,"1,000,000+",0,Everyone,"July 18, 2018",4.0.3,8065,High
TOOLS,2,19M,10+,0,Everyone,"October 12, 2015",1.2.2,9445,High
COMMUNICATION,3648480,3.3M,"100,000,000+",0,Teen,"July 18, 2018",11.4.0,8674,High
SPORTS,216,40M,"10,000+",0,Everyone,"August 2, 2018",23.17,8728,High
PARENTING,11501,11M,"1,000,000+",0,Everyone,"July 30, 2018",3.7.1,7628,High
TOOLS,333,1.1M,"100,000+",0,Everyone,"February 3, 2016",2.4,1891,Low
PHOTOGRAPHY,758780,53M,"50,000,000+",0,Everyone,"August 3, 2018",4.0.55,6020,High
NEWS_AND_MAGAZINES,190888,11M,"10,000,000+",0,Teen,"July 13, 2018",5.2.5,9400,High
PERSONALIZATION,63624,10M,"5,000,000+",0,Everyone,"November 20, 2017",11.0,3331,High
PHOTOGRAPHY,346681,7.1M,"10,000,000+",0,Everyone,"February 10, 2018",2.0.949,4326,High
FINANCE,11919,23M,"1,000,000+",0,Everyone,"July 27, 2018",1.13.2.11,8026,High
FAMILY,16,9.9M,100+,0,Everyone,"July 25, 2018",1.2.9,8027,Low
TOOLS,3,55k,100+,0,Everyone,"October 6, 2014",1.0,5451,High
COMMUNICATION,63576,Varies with device,"5,000,000+",0,Everyone,"August 2, 2018",69.0.3497.24,2531,High
FAMILY,70,4.4M,"5,000+",0,Teen,"April 16, 2017",2.5,5892,High
HEALTH_AND_FITNESS,3,40M,50+,0,Everyone,"June 27, 2018",CL Strength 7.12.1,2093,High
COMMUNICATION,25,3.7M,"1,000+",0,Everyone,"February 6, 2017",1.2.11,2182,Low
ENTERTAINMENT,2442,9.6M,"100,000+",0,Teen,"July 24, 2018",2.9.4,744,High
TOOLS,951413,13M,"100,000,000+",0,Everyone,"July 31, 2018",10.23.2-964159b,5878,High
AUTO_AND_VEHICLES,197136,38M,"1,000,000+",0,Everyone,"July 15, 2018",8.31,8470,High
MEDICAL,69126,61M,"1,000,000+",0,Everyone,"June 1, 2018",2.6.1,7132,High
AUTO_AND_VEHICLES,4,24M,100+,0,Everyone,"October 28, 2016",0.20,3484,High
GAME,795,41M,"100,000+",0,Teen,"August 29, 2017",1.2,6273,High
SPORTS,144,79M,"10,000+",0,Teen,"May 11, 2018",4.2.5,8531,Low
PARENTING,27,4.6M,"1,000+",0,Everyone,"October 12, 2017",1.13,8075,High
TOOLS,203,2.3M,"10,000+",0,Everyone,"March 3, 2017",1.08,9391,Low
EDUCATION,37862,5.4M,"1,000,000+",0,Everyone,"June 7, 2018",1.8.1,7912,High
MEDICAL,1135,12M,"100,000+",$9.00,Everyone,"July 16, 2018",2.0.7,6282,High
FAMILY,2122705,49M,"100,000,000+",0,Everyone,"July 5, 2018",3.7.2,2771,High
GAME,7657490,Varies with device,"100,000,000+",0,Mature 17+,"August 2, 2018",Varies with device,7896,High
GAME,2464,34M,"50,000+",0,Everyone,"February 13, 2018",1.1,7253,High
FAMILY,46369,33M,"10,000,000+",0,Everyone,"July 13, 2018",2.3,6074,High
TOOLS,3696,29M,"50,000+",0,Everyone,"August 10, 2017",4.5,3842,High
NEWS_AND_MAGAZINES,13169,25M,"1,000,000+",0,Everyone 10+,"June 6, 2018",3.4.4,7471,High
VIDEO_PLAYERS,3484,41M,"500,000+",0,Everyone,"December 18, 2017",3.0.1,4876,Low
LIFESTYLE,10006,53M,"1,000,000+",0,Everyone,"July 26, 2018",3.2.0,6943,Low
COMMUNICATION,17529,10M,"1,000,000+",0,Everyone,"July 26, 2018",5.86,2313,High
COMMUNICATION,330761,Varies with device,"10,000,000+",0,Everyone,"July 3, 2018",Varies with device,4974,High
SPORTS,91035,Varies with device,"5,000,000+",0,Everyone,"August 4, 2018",Varies with device,1934,High
